time,tp,olr,str,u10,v10,d2m,t2m,msl,sst,z,tcwv,v100,u100,Wind_Speed_10m,Wind_Speed_100m
2012-10-05 06:00:00,0.002052784,570753.0,-59726.0,-0.72717285,7.568207,10.413483,11.715057,1001.98065,,-1.4674817,30.582,11.457138,0.054275513,7.603061,11.457266
2012-10-07 06:00:00,0.0,921323.0,-253325.0,1.406311,-3.3663177,5.638916,7.745575,1017.59,,-1.4674817,11.284943,-5.907654,2.109436,3.6482606,6.2729654
2012-10-09 06:00:00,0.0,897705.0,-173261.0,0.39242554,-3.5003662,5.1374817,7.810272,1013.2775,,-1.4674817,12.660029,-6.019989,0.25143433,3.5222948,6.0252376
2012-10-11 06:00:00,0.0,891368.0,-308010.0,-4.0987396,2.480896,5.0903015,6.279175,1012.15125,,-1.4674817,13.3949995,4.69722,-6.378418,4.7910867,7.9213696
2012-10-13 06:00:00,6.914139e-05,778871.0,-232254.0,1.1787567,5.1541595,7.5875244,8.526825,1007.3075,,-1.4674817,14.792867,7.7676544,2.3241577,5.2872324,8.107907
2012-10-15 06:00:00,1.4305115e-06,898030.0,-286673.0,3.7547913,-3.335556,5.5177307,8.595551,1000.41876,,-1.4674817,9.991973,-5.7727966,5.8695526,5.022389,8.232668
2012-10-17 06:00:00,0.00020217896,533888.0,-181390.0,-3.627121,6.2387085,7.4442444,9.004791,1004.04065,,-1.4674817,18.701548,9.789291,-4.937729,7.2164736,10.964095
2012-10-19 06:00:00,3.9577484e-05,829812.0,-49065.0,-1.5239258,2.0910645,12.5963745,13.420197,1008.07874,,-1.4674817,33.850834,5.2700653,-1.4226837,2.5874505,5.4587193
2012-10-21 06:00:00,0.00010871887,820487.0,-35471.0,-3.2766418,-6.058243,11.055115,12.001251,1017.7419,,-1.4674817,31.84838,-9.178482,-5.089691,6.8875747,10.495213
2012-10-23 06:00:00,0.0,898544.0,-177755.0,-3.3794098,-1.0241852,12.039734,12.557983,1023.32,,-1.4674817,30.06076,-0.7288971,-6.1764984,3.5311987,6.219359
2012-10-25 06:00:00,4.863739e-05,869452.0,-38498.125,-0.35925293,-2.3222504,10.724945,11.442169,1016.84,,-1.4674817,26.441427,-3.304718,-0.59069824,2.3498743,3.357095
2012-10-27 06:00:00,1.9550323e-05,786197.0,-286810.8,-2.3606567,-5.3802795,1.7221375,2.9583435,1006.15564,,-1.4674817,6.8513103,-7.803238,-3.4857635,5.8753815,8.546407
2012-10-29 06:00:00,0.0006341934,551694.0,-69955.0,3.9298859,5.56131,5.416687,7.017914,1009.66376,,-1.4674817,17.092892,8.164841,5.924637,6.8097115,10.087911
2012-10-31 06:00:00,0.0,832357.0,-222076.0,0.2353363,6.609207,5.0606995,6.4086914,997.305,,-1.4674817,13.096772,10.277252,1.0673676,6.6133957,10.33253
2012-11-01 06:00:00,0.0,644379.0,-222852.0,-3.1318665,7.605774,5.099762,7.9897766,981.6912,,-1.4674817,15.535288,11.945602,-4.1676483,8.22535,12.651748
2012-11-03 06:00:00,6.484985e-05,803542.0,-242624.06,1.6585541,5.5980835,4.665344,6.0367126,996.47437,,-1.4674817,12.182244,8.380798,3.1435547,5.838608,8.950961
2012-11-05 06:00:00,0.0002746582,826069.0,-196160.0,0.862854,-2.167923,5.6990356,6.835968,997.02936,,-1.4674817,14.403746,-3.5342255,2.1155853,2.3333254,4.1190352
2012-11-07 06:00:00,7.6293945e-06,842307.0,-43779.0,4.8127594,-1.4591217,9.780304,10.865753,1020.2594,,-1.4674817,19.143585,-2.8223267,7.62883,5.029084,8.134161
2012-11-09 06:00:00,4.2915344e-06,850545.0,-186427.0,2.045456,3.701889,7.444916,8.928375,1015.4419,,-1.4674817,11.612017,5.748993,4.2472534,4.229406,7.1477327
2012-11-11 06:00:00,6.67572e-06,887309.0,-248488.0,3.0897675,2.1337433,5.917145,7.4950256,1005.67065,,-1.4674817,10.85856,3.1829376,5.9552765,3.754933,6.7525115
2012-11-13 06:00:00,2.0742416e-05,844765.0,-12166.0,1.6916962,5.239197,8.161407,8.604797,1026.55,,-1.4674817,18.461426,7.756119,3.1770477,5.505544,8.381588
2012-11-15 06:00:00,0.0,893854.0,-167245.0,-1.269104,1.0396423,2.988678,3.322174,1024.6763,,-1.4674817,10.447196,1.1619568,-1.5529633,1.6405734,1.939546
2012-11-17 06:00:00,2.0503998e-05,803662.0,-66535.0,-0.035751343,5.197647,3.3769226,4.301361,1009.16626,,-1.4674817,17.817087,8.337753,0.5982208,5.19777,8.359186
2012-11-19 06:00:00,1.9073486e-05,822251.0,-72559.0,-2.4980621,3.8807678,2.2090454,2.2825317,1016.2025,,-1.4674817,6.557511,5.019333,-3.189392,4.6152654,5.9469256
2012-11-21 06:00:00,1.4305115e-06,542628.0,-87272.0,-3.5221558,4.9509277,4.0917053,4.9840393,1011.72186,,-1.4674817,13.239335,7.946411,-4.857376,6.0759583,9.313407
2012-11-23 06:00:00,0.00025129318,605659.0,-166844.0,0.04710388,8.59198,4.2655334,8.022583,1010.28625,,-1.4674817,16.63459,13.429504,0.8994751,8.59211,13.459593
2012-11-25 06:00:00,4.196167e-05,840620.0,-19839.562,4.787277,12.207565,8.557831,11.958557,998.4325,,-1.4674817,15.651291,17.919403,7.6397705,13.112692,19.480019
2012-11-27 06:00:00,5.722046e-06,828362.0,-93686.5,-0.1972351,4.67955,5.527252,7.417328,1000.2025,,-1.4674817,12.333001,7.6704865,0.59065247,4.683705,7.693194
2012-11-29 06:00:00,6.67572e-06,849043.0,-261377.0,-0.95832825,-4.9091187,2.8365479,4.5781555,1005.64624,,-1.4674817,9.82648,-7.8594055,-1.8652191,5.0017834,8.077703
2012-12-01 06:00:00,0.00026512146,812865.0,-188963.0,2.9500122,0.7486572,2.4162598,4.1844788,1011.35126,,-1.4674817,9.650068,0.7359314,5.606964,3.0435276,5.6550546
2012-12-03 06:00:00,2.4795532e-05,636876.0,-165646.0,1.6122437,5.9276733,0.40060425,2.063202,1011.65686,,-1.4674817,11.590524,8.717804,3.040512,6.1430154,9.232812
2012-12-05 06:00:00,2.3841858e-07,800164.0,-209827.75,-0.602005,-2.3331451,-0.60305786,2.480957,1001.85,,-1.4674817,7.7608294,-3.091568,-1.0825043,2.4095595,3.275608
2012-12-07 06:00:00,0.0017881393,472127.0,-72980.0,-2.150055,10.357544,0.5574341,1.2195129,996.78876,,-1.4674817,10.827454,14.903931,-2.5588074,10.578348,15.121992
2012-12-09 06:00:00,0.0004005432,643531.0,-28169.0,8.314804,2.0406494,5.001068,5.81723,1014.6069,,-1.4674817,16.012047,2.603836,12.626724,8.561555,12.8924055
2012-12-11 06:00:00,5.2452087e-06,823630.0,-329400.0,-2.1895447,-3.5102997,-2.245758,0.41281128,1026.1512,,-1.4674817,6.073489,-5.9525146,-3.9898834,4.137186,7.166003
2012-12-13 06:00:00,0.0,665855.0,-207369.0,-2.331482,2.4698486,-3.8575745,-1.5693054,1011.2481,,-1.4674817,6.082469,4.446518,-3.4355621,3.396463,5.6191287
2012-12-15 06:00:00,9.536743e-07,838380.0,-141502.0,4.165436,7.069748,5.4965515,7.802704,991.4475,,-1.4674817,12.846936,10.708466,7.0970917,8.20562,12.846787
2012-12-17 06:00:00,0.00026798248,725361.0,-156949.0,0.27864075,4.654724,4.9841614,5.6370544,1000.8975,,-1.4674817,14.342427,7.7311096,1.4887695,4.6630564,7.87315
2012-12-19 06:00:00,7.6293945e-06,838886.0,-63740.0,-1.1864166,1.1302032,4.239044,4.5367126,1021.15,,-1.4674817,9.867429,2.2370758,-1.5196381,1.6385797,2.7044053
2012-12-21 06:00:00,2.4795532e-05,761311.0,-23026.0,-3.5570831,2.7685547,3.6202393,4.0154114,1006.0725,,-1.4674817,16.946836,5.1022034,-4.1766357,4.5075197,6.5936913
2012-12-23 06:00:00,0.001142025,474285.0,18178.0,8.071121,5.221985,9.990814,10.733734,1000.0131,,-1.4674817,29.644783,7.667282,12.734955,9.613123,14.864935
2012-12-25 06:00:00,0.0010561943,500314.0,-15957.0,4.830475,0.14022827,6.8898315,7.924591,996.08685,,-1.4674817,16.623875,-0.3408966,7.86084,4.83251,7.8682284
2012-12-27 06:00:00,8.583069e-06,842104.0,-246471.0,6.5986023,4.401886,4.9788513,7.8469543,1000.9844,,-1.4674817,9.9214945,6.4296417,10.533371,7.9320965,12.3406725
2012-12-29 06:00:00,3.33786e-06,779090.0,-17434.0,2.0983276,7.8990173,7.908386,10.171814,1012.7431,,-1.4674817,15.08766,12.122757,3.8435059,8.172971,12.71746
2012-12-31 06:00:00,3.33786e-06,609749.0,-43169.0,6.292984,8.314911,5.9830017,9.2361145,1010.355,,-1.4674817,18.172762,12.025757,9.771011,10.427818,15.494886
